case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
26	OP680488.1	375	45	B.1.17.NmC1	N/A	N/A	1-31,34-45	31-34	B.1.17.NmC1 + B.1.17.NmC6	>>	N/A	31-32	N/A	4.30e+04	4.79e-06	[], []
26	OP722495.1	375	51	B.1.17.NmC1	N/A	N/A	1-43,44-45,46-51	43-46 -> 	B.1.2.NmC2 + B.1.8 + B.1.2.NmC2	>>	N/A	43-44, 45-46	N/A	2.94e-11	6.52e-60	[], []
26	OP680499.1	375	47	B.1.17.NmC1	N/A	N/A	1-43,44-47		B.1.2.NmC2 + C.1.NmC2	>>	N/A	43-44	N/A	5.85e-26	1.18e-69	[], []
26	OP680510.1	375	48	B.1.17.NmC1	N/A	N/A	1-44,45-48		B.1.2.NmC2 + C.1.NmC2	>>	N/A	44-45	N/A	5.85e-26	1.18e-69	[], []
26	OP440568.1	375	50	B.1.17.NmC1	N/A	N/A	1-44,46-50	44-46	B.1.2.NmC2 + B.1.11.NmC2	>>	N/A	45-46	N/A	1.72e-27	8.41e-85	[], []
26	OP722504.1	375	48	B.1.17.NmC1	N/A	N/A	1-44,45-48		B.1.2.NmC2 + C.1.NmC2	>>	N/A	44-45	N/A	5.85e-26	1.18e-69	[], []
26	OP748955.1	375	50	B.1.17.NmC1	N/A	N/A	1-44,46-50	44-46	B.1.1 + B.1.17.NmC1	>>	N/A	44-45	N/A	6.84e-30	1.08e+00	[], []
26	OP879754.1	375	54	B.1.17.NmC1	N/A	N/A	1-41,48-54	41-48	B.1.3.NmC1 + B.1.13.NmC2	>>	N/A	41-42	N/A	6.00e-16	2.02e-13	[], []
26	OP615272.1	375	50	B.1.17.NmC1	N/A	N/A	1-44,46-50	44-46	B.1.17.NmC3 + B.1.17.NmC1	>>	N/A	44-45	N/A	2.82e-31	3.34e-02	[], []
26	OP245334.1	375	52	B.1.17.NmC1	N/A	N/A	1-33,34-36,37-52	33-37 -> 	B.1.17.NmC1 + B.1.10 + B.1.17.NmC1	<<	N/A	33-34, 36-37	N/A	3.12e-05	2.77e-75	[], []
26	OR035701.1	375	50	B.1.17.NmC1	N/A	N/A	1-47,48-50		B.1.13.NmC1 + B.1.8	>>	N/A	47-48	N/A	1.10e-01	1.11e-09	[], []
26	OP245314.1	375	50	B.1.17.NmC1	N/A	N/A	1-44,45-50		B.1.7 + B.1.17.NmC1	>>	N/A	44-45	N/A	7.75e-30	1.02e-03	[], []
26	OP555516.1	375	50	B.1.17.NmC1	N/A	N/A	1-45,46-50		B.1.17.NmC3 + B.1.NmC1	>>	N/A	45-46	N/A	6.84e-07	2.70e-69	[], []
26	OP442565.1	375	52	B.1.17.NmC1	N/A	N/A	1-18,19-52		B.1.4 + B.1.17.NmC1	>>	N/A	18-19	N/A	1.96e-40	1.30e-04	[], []
26	OP555557.1	375	53	B.1.17.NmC1	N/A	N/A	1-42,43-53		B.1.NmC2 + B.1.17.NmC1	>>	N/A	42-43	N/A	6.50e-49	7.73e-02	[], []
26	OR095051.1	375	52	B.1.17.NmC1	N/A	N/A	1-45,46-52		B.1.2.NmC2 + B.1.NmC8	>>	N/A	45-46	N/A	1.80e-55	7.81e-35	[], []
26	OP555578.1	375	50	B.1.17.NmC1	N/A	N/A	1-44,46-50	44-46	B.1.17.NmC1 + B.1.17	>>	N/A	44-45	N/A	4.72e-01	4.07e-40	[], []
26	OP555593.1	375	55	B.1.17.NmC1	N/A	N/A	1-52,53-55		B.1.17.NmC1 + B.1.17.NmC6	>>	N/A	52-53	N/A	7.67e-01	2.48e-60	[], []
26	OP555604.1	375	51	B.1.17.NmC1	N/A	N/A	1-21,22-51		B.1.21 + B.1.17.NmC1	>>	N/A	21-22	N/A	5.20e-65	4.35e-04	[], []
26	OP555625.1	375	53	B.1.17.NmC1	N/A	N/A	1-49,50-53		B.1.17.NmC1 + B.1.2.NmC4	>>	N/A	49-50	N/A	6.67e-03	3.20e-111	[], []
26	OP555630.1	375	54	B.1.17.NmC1	N/A	N/A	1-46,47-50,51-54	46-51 -> 	B.1.17.NmC1 + A.2 + B.1.17.NmC1	>>	N/A	46-47, 50-51	N/A	3.02e-08	0.00e+00	[], []
26	OP751214.1	375	50	B.1.17.NmC1	N/A	N/A	1-45,46-50		B.1.2.NmC2 + B.1.17.NmC1	>>	N/A	45-46	N/A	6.39e-60	1.41e-10	[], []
26	OR146391.1	375	60	B.1.17.NmC1	N/A	N/A	1-50,56-60	50-56	B.1.17.NmC1 + A.1.NmC1	>>	N/A	53-54	N/A	3.66e-05	1.30e-159	[], []
26	OQ503801.1	375	48	B.1.17.NmC1	N/A	N/A	1-44,45-48		B.1.2.NmC2 + C.1.NmC2	>>	N/A	44-45	N/A	5.85e-26	1.18e-69	[], []
26	OP748947.1	375	49	B.1.17.NmC1	N/A	N/A	1-42,45-49	42-45	B.1.17.NmC4 + B.1.17.NmC1	>>	N/A	42-43	N/A	6.46e-14	5.68e-01	[], []
26	OP615260.1	375	49	B.1.17.NmC1	N/A	N/A	1-42,45-49	42-45	B.1.17.NmC4 + B.1.11.NmC2	>>	N/A	44-45	N/A	3.77e-01	1.51e-123	[], []
26	OQ503811.1	375	53	B.1.17.NmC1	N/A	N/A	1-41,42-47,49-53	41-49 -> 47-49	B.1.17.NmC2 + F.2.NmC1 + B.1.17.NmC2	>>	N/A	41-42, 47-48	N/A	5.69e-46	7.68e-212	[], []
26	OP680496.1	375	47	B.1.17.NmC1	N/A	N/A	1-41,43-47	41-43	B.1.17.NmC4 + B.1.17.NmC1	>>	N/A	42-43	N/A	8.79e-15	5.87e-02	[], []
26	OQ330978.1	375	48	B.1.17.NmC1	N/A	N/A	1-43,44-48		B.1.18 + B.1.NmC10	>>	N/A	43-44	N/A	4.68e-15	8.69e-20	[], []
26	OQ330981.1	375	50	B.1.17.NmC1	N/A	N/A	1-43,46-50	43-46	B.1.17 + B.1.17.NmC1	>>	N/A	45-46	N/A	5.56e-14	3.13e-12	[], []
26	OQ330982.1	375	54	B.1.17.NmC1	N/A	N/A	1-44,45-54		B.1.13.NmC2 + B.1.17.NmC6	>>	N/A	44-45	N/A	1.97e-68	4.31e-41	[], []
26	OQ503835.1	375	49	B.1.17.NmC1	N/A	N/A	1-42,45-49	42-45	B.1.17 + B.1.17.NmC1	>>	N/A	44-45	N/A	5.59e-14	4.91e-12	[], []
26	OQ330988.1	375	51	B.1.17.NmC1	N/A	N/A	1-43,46-51	43-46	B.1.17.NmC1 + B.1.2.NmC4	<<	N/A	45-46	N/A	6.51e-03	4.24e-95	[], []
26	OP748946.1	375	49	B.1.17.NmC1	N/A	N/A	1-42,45-49	42-45	B.1.17.NmC4 + B.1.17.NmC1	>>	N/A	42-43	N/A	6.46e-14	5.66e-01	[], []
26	OP748965.1	375	49	B.1.17.NmC1	N/A	N/A	1-43,44-49		B.1.13.NmC3 + B.1.17.NmC1	>>	N/A	43-44	N/A	5.73e-64	4.45e-03	[], []
26	OQ330976.1	375	53	B.1.17.NmC1	N/A	N/A	1-45,49-53	45-49	B.1.17.NmC1 + B.1.17.NmC6	>>	N/A	45-46	N/A	9.80e+03	2.86e-18	[], []
26	OP935996.1	375	54	B.1.17.NmC1	N/A	N/A	1-50,51-54		B.1.17.NmC1 + B.1.2.NmC4	>>	N/A	50-51	N/A	6.67e-03	2.12e-107	[], []
26	OP890565.1	375	50	B.1.17.NmC1	N/A	N/A	1-44,46-50	44-46	B.1.17 + B.1.17.NmC1	>>	N/A	45-46	N/A	5.56e-14	7.97e-14	[], []
26	OP935997.1	375	52	B.1.17.NmC1	N/A	N/A	1-48,49-52		B.1.17.NmC1 + B.1.2.NmC4	>>	N/A	48-49	N/A	6.67e-03	1.68e-101	[], []
26	OQ503816.2	375	52	B.1.17.NmC1	N/A	N/A	1-44,48-52	44-48	B.1.17 + B.1.11.NmC2	>>	N/A	47-48	N/A	5.43e-01	4.25e-171	[], []
26	OQ330979.1	375	56	B.1.17.NmC1	N/A	N/A	1-48,49-56		B.1.17.NmC1 + B.1.6	>>	N/A	48-49	N/A	1.84e+17	1.06e-30	[], []
26	OR499963.1	375	58	B.1.17.NmC1	N/A	N/A	1-47,48-49,51-58	47-51 -> 49-51	B.1.2.NmC2 + F.1.NmC1 + B.1.2.NmC2	>>	N/A	47-48, 49-50	N/A	5.89e-11	3.21e-169	[], []
26	OR500001.1	375	52	B.1.17.NmC1	N/A	N/A	1-43,45-52	43-45	B.1.20.NmC1 + F.1	<<	N/A	43-44	N/A	1.02e-02	1.71e-47	[], []
26	OR499988.1	375	54	B.1.17.NmC1	N/A	N/A	1-39,40-54		B.1.21 + B.1.17.NmC1	>>	N/A	39-40	N/A	4.56e-49	3.76e-04	[], []
26	OR381843.1	375	58	B.1.17.NmC1	N/A	N/A	1-43,44-50,51-58	43-51 -> 	C.1.1.NmC1 + B.1.17.NmC1 + C.1.1.NmC1	>>	N/A	43-44, 50-51	N/A	1.63e-70	3.44e-14	[], []
26	OR473619.1	375	54	B.1.17.NmC1	N/A	N/A	1-46,49-54	46-49	B.1.17.NmC1 + F.3	<<	N/A	48-49	N/A	1.39e-04	1.29e-69	[], []
26	PQ036000.1	375	63	B.1.17.NmC1	N/A	N/A	1-47,48-55,57-63	47-57 -> 55-57	B.1.23 + B.1.17.NmC1 + B.1.23	>>	N/A	47-48, 56-57	N/A	2.54e-64	5.29e-08	[], []
27	PP853020.1	140	55	A.2.2	N/A	N/A	1-50,51-55		A.2.2 + A.2	>>	N/A	50-51	N/A	3.90e-45	7.89e+83	[], []
28	PP852944.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.2.NmC6 + B.1.5	>>	N/A	58-59	N/A	3.63e-25	5.07e-34	[], []
28	OP150925.1	172	57	B.1.NmC7	N/A	N/A	1-47,48-57		B.1.5 + B.1.NmC4	>>	N/A	47-48	N/A	5.82e-20	2.65e-10	[], []
28	OP013001.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.83e-01	4.18e-99	[], []
28	ON649709.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.67e+01	2.29e-83	[], []
28	ON649710.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.67e+01	2.29e-83	[], []
28	ON649708.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.67e+01	2.29e-83	[], []
28	ON649712.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.67e+01	2.29e-83	[], []
28	ON880520.1	172	62	B.1.NmC7	N/A	N/A	1-57,58-62		B.1.NmC7 + B.1.11.NmC2	>>	N/A	57-58	N/A	7.79e-01	5.99e-85	[], []
28	ON649714.1	172	59	B.1.NmC7	N/A	N/A	1-55,56-59		B.1.NmC7 + C.1.NmC2	>>	N/A	55-56	N/A	6.67e+01	5.95e-79	[], []
28	ON649715.1	172	62	B.1.NmC7	N/A	N/A	1-57,58-62		B.1.NmC7 + B.1.11.NmC2	>>	N/A	57-58	N/A	7.79e-01	5.99e-85	[], []
28	ON649723.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.67e+01	2.29e-83	[], []
28	ON649879.1	172	59	B.1.NmC7	N/A	N/A	1-55,56-59		B.1.NmC7 + C.1.NmC2	>>	N/A	55-56	N/A	6.64e+01	1.73e-83	[], []
28	ON880505.1	172	66	B.1.NmC7	N/A	N/A	1-50,51-66		B.1.4 + B.1.NmC7	>>	N/A	50-51	N/A	3.93e-17	7.15e-03	[], []
28	ON880523.1	172	67	B.1.NmC7	N/A	N/A	1-55,56-67		B.1.17.NmC3 + B.1.8.NmC2	>>	N/A	55-56	N/A	1.58e-47	1.72e-154	[], []
28	ON649717.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	8.11e-90	[], []
28	ON880522.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	4.05e-90	[], []
28	ON649716.1	172	62	B.1.NmC7	N/A	N/A	1-57,58-62		B.1.NmC7 + B.1.11.NmC2	>>	N/A	57-58	N/A	7.79e-01	5.99e-85	[], []
28	ON880524.1	172	50	B.1.NmC7	N/A	N/A	1-46,47-50		B.1.NmC7 + C.1.NmC2	>>	N/A	46-47	N/A	6.64e+01	2.05e-55	[], []
28	ON880507.1	172	65	B.1.NmC7	N/A	N/A	1-49,50-65		B.1.4 + B.1.NmC7	>>	N/A	49-50	N/A	3.91e-17	6.16e-03	[], []
28	ON880517.1	172	62	B.1.NmC7	N/A	N/A	1-58,59-62		B.1.NmC7 + C.1.NmC2	>>	N/A	58-59	N/A	6.64e+01	5.98e-98	[], []
28	ON880527.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.67e+01	2.29e-83	[], []
28	ON880529.1	172	59	B.1.NmC7	N/A	N/A	1-55,56-59		B.1.NmC7 + C.1.NmC2	>>	N/A	55-56	N/A	6.64e+01	4.28e-87	[], []
28	ON880509.1	172	62	B.1.NmC7	N/A	N/A	1-58,59-62		B.1.NmC7 + C.1.NmC2	>>	N/A	58-59	N/A	6.67e+01	2.97e-89	[], []
28	ON880531.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	8.11e-90	[], []
28	ON880534.1	172	63	B.1.NmC7	N/A	N/A	1-59,60-63		B.1.NmC7 + C.1.NmC2	>>	N/A	59-60	N/A	6.64e+01	4.72e-105	[], []
28	ON880510.1	172	66	B.1.NmC7	N/A	N/A	1-50,51-66		B.1.4 + B.1.NmC7	>>	N/A	50-51	N/A	3.93e-17	7.15e-03	[], []
28	ON880535.1	172	56	B.1.NmC7	N/A	N/A	1-52,53-56		B.1.NmC7 + C.1.NmC2	>>	N/A	52-53	N/A	6.64e+01	6.87e-90	[], []
28	ON880537.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	8.11e-90	[], []
28	ON880538.1	172	63	B.1.NmC7	N/A	N/A	1-59,60-63		B.1.NmC7 + C.1.NmC2	>>	N/A	59-60	N/A	6.67e+01	6.38e-104	[], []
28	ON880540.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.12.NmC2	>>	N/A	59-60	N/A	8.96e-03	6.26e-58	[], []
28	ON880542.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	2.70e-90	[], []
28	ON959132.1	172	59	B.1.NmC7	N/A	N/A	1-55,56-59		B.1.NmC7 + C.1.NmC2	>>	N/A	55-56	N/A	6.64e+01	1.73e-83	[], []
28	ON983159.1	172	64	B.1.NmC7	N/A	N/A	1-49,50-64		B.1.4 + B.1.NmC7	>>	N/A	49-50	N/A	4.07e-17	7.08e-03	[], []
28	OP185716.1	172	62	B.1.NmC7	N/A	N/A	1-57,58-62		B.1.NmC7 + B.1.17.NmC6	>>	N/A	57-58	N/A	9.93e-04	3.80e-50	[], []
28	OP185717.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	8.11e-90	[], []
28	OP378696.1	172	65	B.1.NmC7	N/A	N/A	1-49,50-60,61-65	49-61 -> 	B.1.7 + B.1.13.NmC1 + B.1.7	>>	N/A	49-50, 60-61	N/A	2.79e-26	1.09e-14	[], []
28	OP378707.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.79e-01	5.06e-93	[], []
28	OP378709.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.79e-01	5.06e-93	[], []
28	OP378710.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	4.44e-93	[], []
28	OP450994.1	172	62	B.1.NmC7	N/A	N/A	1-56,57-62		B.1.NmC7 + B.1.15	>>	N/A	56-57	N/A	4.52e-01	3.93e-65	[], []
28	OP451007.1	172	65	B.1.NmC7	N/A	N/A	1-61,62-65		B.1.NmC7 + C.1.NmC2	>>	N/A	61-62	N/A	6.64e+01	1.10e-111	[], []
28	OP451013.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	2.13e-91	[], []
28	OP604527.1	172	66	B.1.NmC7	N/A	N/A	1-62,63-66		B.1.NmC7 + C.1.NmC2	>>	N/A	62-63	N/A	6.64e+01	8.87e-119	[], []
28	OP604532.1	172	65	B.1.NmC7	N/A	N/A	1-60,61-65		B.1.NmC7 + B.1.11.NmC2	>>	N/A	60-61	N/A	7.83e-01	3.48e-107	[], []
28	OP687927.1	172	63	B.1.NmC7	N/A	N/A	1-57,58-63		B.1.NmC7 + B.1.15	>>	N/A	57-58	N/A	4.52e-01	1.40e-71	[], []
28	OQ427120.1	172	65	B.1.NmC7	N/A	N/A	1-61,62-65		B.1.NmC7 + C.1.NmC2	>>	N/A	61-62	N/A	6.64e+01	9.44e-112	[], []
28	OQ427143.1	172	66	B.1.NmC7	N/A	N/A	1-62,63-66		B.1.NmC7 + C.1.NmC2	>>	N/A	62-63	N/A	6.67e+01	5.87e-116	[], []
28	ON792321.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	6.69e-99	[], []
28	ON880515.1	172	65	B.1.NmC7	N/A	N/A	1-50,51-52,53-65	50-53 -> 	B.1.4 + B.1.2.NmC5 + B.1.4	>>	N/A	50-51, 52-53	N/A	1.15e-17	4.44e-76	[], []
28	ON880544.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.79e-01	3.54e-92	[], []
28	ON880545.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.67e+01	1.35e-90	[], []
28	ON880546.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	1.01e-90	[], []
28	ON983161.1	172	62	B.1.NmC7	N/A	N/A	1-58,59-62		B.1.NmC7 + C.1.NmC2	>>	N/A	58-59	N/A	6.67e+01	2.97e-89	[], []
28	ON880514.1	172	65	B.1.NmC7	N/A	N/A	1-50,51-65		B.1.4 + B.1.NmC7	>>	N/A	50-51	N/A	3.70e-17	7.15e-03	[], []
28	ON880518.1	172	59	B.1.NmC7	N/A	N/A	1-55,56-59		B.1.NmC7 + C.1.NmC2	>>	N/A	55-56	N/A	6.67e+01	1.58e-85	[], []
28	OP013009.1	172	61	B.1.NmC7	N/A	N/A	1-57,58-61		B.1.NmC7 + C.1.NmC2	>>	N/A	57-58	N/A	6.64e+01	1.01e-90	[], []
28	OQ411312.1	172	61	B.1.NmC7	N/A	N/A	1-56,57-61		B.1.NmC7 + C.1.NmC1	>>	N/A	56-57	N/A	3.93e-01	1.54e-21	[], []
28	OP013012.1	172	64	B.1.NmC7	N/A	N/A	1-60,61-64		B.1.NmC7 + C.1.NmC2	>>	N/A	60-61	N/A	6.64e+01	1.67e-111	[], []
28	OP013013.1	172	62	B.1.NmC7	N/A	N/A	1-57,58-62		B.1.NmC7 + B.1.11.NmC2	>>	N/A	57-58	N/A	7.79e-01	7.48e-86	[], []
28	OP013017.1	172	63	B.1.NmC7	N/A	N/A	1-59,60-63		B.1.NmC7 + C.1.NmC2	>>	N/A	59-60	N/A	6.64e+01	4.72e-105	[], []
28	OP013014.1	172	64	B.1.NmC7	N/A	N/A	1-60,61-64		B.1.NmC7 + C.1.NmC2	>>	N/A	60-61	N/A	6.67e+01	2.09e-112	[], []
28	OP013016.1	172	54	B.1.NmC7	N/A	N/A	1-49,50-54		B.1.NmC7 + B.1.11.NmC2	>>	N/A	49-50	N/A	7.79e-01	7.97e-68	[], []
28	ON983165.1	172	66	B.1.NmC7	N/A	N/A	1-62,63-66		B.1.NmC7 + C.1.NmC2	>>	N/A	62-63	N/A	6.64e+01	2.27e-122	[], []
28	OP450996.1	172	63	B.1.NmC7	N/A	N/A	1-59,60-63		B.1.8 + C.1.NmC2	>>	N/A	59-60	N/A	1.04e+09	3.52e-137	[], []
28	OP451008.1	172	67	B.1.NmC7	N/A	N/A	1-63,64-67		B.1.NmC7 + C.1.NmC2	>>	N/A	63-64	N/A	6.64e+01	1.66e-123	[], []
28	OP451009.1	172	63	B.1.NmC7	N/A	N/A	1-59,60-63		B.1.NmC7 + C.1.NmC2	>>	N/A	59-60	N/A	6.67e+01	1.13e-103	[], []
28	OP603004.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	2.13e-91	[], []
28	OP603005.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.83e-01	3.93e-100	[], []
28	OP605558.1	172	58	B.1.NmC7	N/A	N/A	1-55,56-58		B.1.2.NmC6 + C.1.NmC2	>>	N/A	55-56	N/A	3.71e-16	1.50e-102	[], []
28	OP605559.1	172	59	B.1.NmC7	N/A	N/A	1-56,57-59		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	7.12e+01	5.24e-93	[], []
28	OP605568.1	172	65	B.1.NmC7	N/A	N/A	1-62,63-65		B.1.NmC7 + C.1.NmC2	>>	N/A	62-63	N/A	7.12e+01	4.93e-93	[], []
28	OP605579.1	172	64	B.1.NmC7	N/A	N/A	1-60,61-64		B.1.NmC7 + C.1.NmC2	>>	N/A	60-61	N/A	6.64e+01	1.44e-118	[], []
28	OP752120.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.79e-01	3.54e-92	[], []
28	OP752121.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	2.13e-91	[], []
28	OP752126.1	172	66	B.1.NmC7	N/A	N/A	1-62,63-66		B.1.NmC7 + C.1.NmC2	>>	N/A	62-63	N/A	6.64e+01	1.17e-116	[], []
28	OQ099604.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	2.13e-91	[], []
28	OQ427130.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.64e+01	7.69e-91	[], []
28	OQ427142.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.79e-01	9.29e-100	[], []
28	OQ557941.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	2.66e-92	[], []
28	OR209328.1	172	65	B.1.NmC7	N/A	N/A	1-60,61-65		B.1.NmC7 + B.1.11.NmC2	>>	N/A	60-61	N/A	7.83e-01	3.34e-105	[], []
28	PQ686954.1	172	67	B.1.NmC7	N/A	N/A	1-63,64-67		B.1.NmC7 + C.1.NmC2	>>	N/A	63-64	N/A	6.67e+01	1.04e-122	[], []
28	PV984944.1	172	62	B.1.NmC7	N/A	N/A	1-58,59-62		B.1.NmC7 + C.1.NmC2	>>	N/A	58-59	N/A	6.67e+01	7.74e-103	[], []
28	OP270021.1	172	58	B.1.NmC7	N/A	N/A	1-54,55-58		B.1.NmC7 + C.1.NmC2	>>	N/A	54-55	N/A	6.64e+01	4.38e-84	[], []
28	OP226139.1	172	58	B.1.NmC7	N/A	N/A	1-54,55-58		B.1.NmC7 + C.1.NmC2	>>	N/A	54-55	N/A	6.64e+01	4.38e-84	[], []
28	OR264382.1	172	60	B.1.NmC7	N/A	N/A	1-56,57-60		B.1.NmC7 + C.1.NmC2	>>	N/A	56-57	N/A	6.67e+01	1.45e-85	[], []
28	OP605586.1	172	47	B.1.NmC7	N/A	N/A	1-42,43-47		B.1.NmC4 + B.1.4	>>	N/A	42-43	N/A	1.90e-01	1.06e-25	[], []
28	OP687938.1	172	66	B.1.NmC7	N/A	N/A	1-62,63-66		B.1.NmC7 + C.1.NmC2	>>	N/A	62-63	N/A	6.64e+01	2.35e-115	[], []
28	OP687941.1	172	60	B.1.NmC7	N/A	N/A	1-57,58-60		B.1.NmC7 + B.1.15	>>	N/A	57-58	N/A	5.95e-01	1.40e-71	[], []
28	OP881941.1	172	70	B.1.NmC7	N/A	N/A	1-65,66-70		B.1.NmC7 + B.1.11.NmC2	>>	N/A	65-66	N/A	7.83e-01	2.49e-137	[], []
28	OP881951.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.83e-01	1.57e-99	[], []
28	OQ320459.1	172	65	B.1.NmC7	N/A	N/A	1-60,61-65		B.1.NmC7 + B.1.11.NmC2	>>	N/A	60-61	N/A	7.83e-01	1.34e-105	[], []
28	OQ557943.1	172	67	B.1.NmC7	N/A	N/A	1-63,64-67		B.1.NmC7 + C.1.NmC2	>>	N/A	63-64	N/A	6.64e+01	5.55e-123	[], []
28	OR209327.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.11.NmC2	>>	N/A	58-59	N/A	7.83e-01	2.61e-85	[], []
28	OR464213.1	172	66	B.1.NmC7	N/A	N/A	1-61,62-66		B.1.NmC7 + B.1.11.NmC2	>>	N/A	61-62	N/A	7.79e-01	9.09e-113	[], []
28	PV984899.1	172	65	B.1.NmC7	N/A	N/A	1-60,61-65		B.1.NmC7 + B.1.11.NmC2	>>	N/A	60-61	N/A	7.83e-01	3.19e-106	[], []
28	PV984941.1	172	62	B.1.NmC7	N/A	N/A	1-22,23-62		C.1.NmC2 + B.1.NmC7	<<	N/A	22-23	N/A	1.48e-97	2.89e-03	[], []
28	PV984956.1	172	62	B.1.NmC7	N/A	N/A	1-58,59-62		B.1.NmC7 + C.1.NmC2	>>	N/A	58-59	N/A	6.67e+01	2.86e-84	[], []
28	OP381208.2	172	63	B.1.NmC7	N/A	N/A	1-59,60-63		B.1.NmC7 + C.1.NmC2	>>	N/A	59-60	N/A	6.67e+01	1.37e-109	[], []
28	OP605589.1	172	48	B.1.NmC7	N/A	N/A	1-44,45-48		B.1.NmC7 + C.1.NmC2	>>	N/A	44-45	N/A	6.64e+01	9.73e-87	[], []
28	OQ054218.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.83e-01	3.77e-98	[], []
