genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_001PFXA	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PFXA
PP_001PG12	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG12
PP_001PG20	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG20
PP_001PG3Y	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG3Y
PP_001PG5U	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG5U
PP_001PG6S	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG6S
PP_001PG7Q	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG7Q
PP_001PG8N	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG8N
PP_001PG9L	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PG9L
PP_001PGBG	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PGBG
PP_001PGCE	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PGCE
PP_001PGDC	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PGDC
PP_001PGH3	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PGH3
PP_001PGPR	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PGPR
PP_001PGQP	A.D.1	A.D.1 + A.D.2.2.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001PGQP
PP_001SMGV	A.D.1	A.D.2.NmC1 + A.D.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001SMGV
PP_001SCH1	A.D.1	A.D.2.NmC1 + A.D.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001SCH1
PP_001SUYP	A.D.1	A.D.2.NmC1 + A.D.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001SUYP
PP_001QYP7	A.D.1	A.D.2.NmC1 + A.D.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_16_A.D.1_PP_001QYP7
PP_0019ECB	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019ECB
PP_0019EJY	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EJY
PP_0019EKW	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EKW
PP_001FET2	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FET2
PP_0019ELU	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019ELU
PP_0019EMS	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EMS
PP_0019ENQ	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019ENQ
PP_0019EPN	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EPN
PP_0019EQL	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EQL
PP_0019ERJ	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019ERJ
PP_0019ESG	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019ESG
PP_0019ETE	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019ETE
PP_0019EUC	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EUC
PP_0019EX6	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019EX6
PP_001FFP9	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FFP9
PP_00190KA	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00190KA
PP_0019F00	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019F00
PP_0019F1Y	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019F1Y
PP_001FG69	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FG69
PP_0019F3U	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019F3U
PP_001F2W8	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001F2W8
PP_0019F4S	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019F4S
PP_0019F5Q	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019F5Q
PP_001AKFY	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001AKFY
PP_001ALT6	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ALT6
PP_001AM0S	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001AM0S
PP_001BE8F	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BE8F
PP_001E68H	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E68H
PP_001E6E5	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E6E5
PP_001E6F3	A.3.1	A.D.NmC2 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E6F3
PP_001E6JW	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E6JW
PP_001E6V8	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E6V8
PP_001E6W6	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E6W6
PP_001E76L	A.3.1	A.D.NmC2 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E76L
PP_001E77J	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E77J
PP_001E81V	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E81V
PP_001E82T	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E82T
PP_001E85M	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E85M
PP_001E8V6	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E8V6
PP_001E9GY	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001E9GY
PP_001F1E8	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001F1E8
PP_001F1RK	A.3.1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001F1RK
PP_001HHBT	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHBT
PP_001HHCR	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHCR
PP_001HHFK	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHFK
PP_001HHGH	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHGH
PP_001HHHE	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHHE
PP_001HHJC	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHJC
PP_001HHKA	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHKA
PP_001HHL8	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHL8
PP_001HHP2	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHP2
PP_001HHQ0	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHQ0
PP_001HHRY	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHRY
PP_001HHSW	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHSW
PP_001HHTU	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHTU
PP_001HHUS	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHUS
PP_001HHZG	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HHZG
PP_001HJ0E	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJ0E
PP_001HJ2A	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJ2A
PP_001HJ54	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJ54
PP_001HJ8Y	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJ8Y
PP_001HJ9W	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJ9W
PP_001HJEL	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJEL
PP_001HJJB	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJJB
PP_001HJK9	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJK9
PP_001HUF8	A.3.1	A.D.3.6 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HUF8
PP_001LDK8	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001LDK8
PP_001F14U	A.3.1	A.3.1.NmC1 + A.D + A.3.1.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001F14U
PP_001AU0K	A.3.1	A.3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001AU0K
PP_001ARMD	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ARMD
PP_001BEZY	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BEZY
PP_001BF0W	A.3.1	A.D.NmC2 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BF0W
PP_001BD6L	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BD6L
PP_001CSZJ	A.3.1	A.D.NmC2 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CSZJ
PP_0019F6N	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019F6N
PP_00198ED	A.3.1	A.D.NmC2 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_00198ED
PP_0016LQL	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0016LQL
PP_001JLFE	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLFE
PP_001JLH9	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLH9
PP_001JLJ7	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLJ7
PP_001JLM1	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLM1
PP_001JLNZ	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLNZ
PP_001DNTY	A.3.1	A.3.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001DNTY
PP_001JLQV	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLQV
PP_001JLSR	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLSR
PP_001CRKD	A.3.1	A.3.1.1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CRKD
PP_001FB0S	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FB0S
PP_0019KLP	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0019KLP
PP_001BFKR	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BFKR
PP_001JL9S	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JL9S
PP_001JLTP	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLTP
PP_001JLUM	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLUM
PP_001JLVK	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLVK
PP_001JLWH	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JLWH
PP_001JM09	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JM09
PP_001K0D2	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001K0D2
PP_001CV0E	A.3.1	A.3.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CV0E
PP_001CKFU	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CKFU
PP_001CH5G	A.3.1	A.3.1 + A.D.NmC2 + A.3.1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CH5G
PP_001CDNK	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CDNK
PP_001CDPH	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CDPH
PP_001CDQF	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CDQF
PP_001CKEW	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CKEW
PP_001FB7C	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FB7C
PP_001CDRD	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CDRD
PP_001AMS7	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001AMS7
PP_001ANR8	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001ANR8
PP_001B3NX	A.3.1	A.3.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001B3NX
PP_001BEGZ	A.3.1	A.D.NmC2 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BEGZ
PP_001DFMH	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001DFMH
PP_001DFNF	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001DFNF
PP_001DG3K	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001DG3K
PP_001DG4H	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001DG4H
PP_001HJN3	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001HJN3
PP_001JM17	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JM17
PP_001JM33	A.3.1	A.D.2.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JM33
PP_001LDM4	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001LDM4
PP_001PA34	A.3.1	A.3.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001PA34
PP_001CDU7	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CDU7
PP_001CKDY	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CKDY
PP_001CKGS	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CKGS
PP_001CDW3	A.3.1	A.D.5.NmC1 + A.3.1 + A.D.5.NmC1	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CDW3
PP_001CKA4	A.3.1	A.3.1.1 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CKA4
PP_001CDYZ	A.3.1	A.3.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CDYZ
PP_001FBEY	A.3.1	A.3.1.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FBEY
PP_001CT2C	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CT2C
PP_001BE0X	A.3.1	A.3.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BE0X
PP_001K0C4	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001K0C4
PP_001A27X	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001A27X
PP_001CVJB	A.3.1	A.D.NmC2 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CVJB
PP_001AEY2	A.3.1	A.3.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001AEY2
PP_001BF3Q	A.3.1	A.3.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001BF3Q
PP_001CK7A	A.3.1	A.D.3.6 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CK7A
PP_001F0G5	A.3.1	A.3.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001F0G5
PP_001CVL7	A.3.1	A.3.1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CVL7
PP_001F0KY	A.3.1	A.3.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001F0KY
PP_0016LVA	A.3.1	A.D.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_0016LVA
PP_001FBMH	A.3.1	A.3.1 + A.D.2.2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FBMH
PP_001CTDQ	A.3.1	A.D.NmC2 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001CTDQ
PP_001JYPK	A.3.1	A.D.NmC2 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JYPK
PP_001FHMB	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHMB
PP_001FHN9,PP_001FHWT	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHN9
PP_001FHP7	A.3.1	A.3.1.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001FHP7
PP_001JYY1	A.3.1	A.D.3.6 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_20_A.3.1_PP_001JYY1
