genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_0024A9W	B.D.E.3.NmC1	B.D.E.3 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0024A9W
PP_0024ADN	B.D.E.3.NmC1	B.D.E.3 + B.D.4	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0024ADN
PP_0024AFJ	B.D.E.3.NmC1	B.D.E.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0024AFJ
PP_0024AGG	B.D.E.3.NmC1	B.D.E.3 + B.D.4	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0024AGG
PP_0026NMP	B.D.E.3.NmC1	B.D.E.3 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0026NMP
PP_002405E	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002405E
PP_002406C	B.D.E.3.NmC1	B.D.E.3 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002406C
PP_002407A	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002407A
PP_00240JM	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00240JM
PP_002414F	B.D.E.3.NmC1	B.D.E.3 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002414F
PP_002620J	B.D.E.3.NmC1	B.D.E.3 + B.D.E.3.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002620J
PP_00261ZL	B.D.E.3.NmC1	B.D.E.3 + B.D.E.3.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00261ZL
PP_00261TY	B.D.E.3.NmC1	B.D.E.3 + B.D.E.3.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00261TY
PP_0028915	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028915
PP_0028931	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028931
PP_002896V	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002896V
PP_002897T	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002897T
PP_002MRD6	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MRD6
PP_0027FH2	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FH2
PP_0027FKY	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FKY
PP_0027FPQ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FPQ
PP_0027FLW	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FLW
PP_0027FQN	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FQN
PP_0027FRL	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FRL
PP_0027FSJ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FSJ
PP_0027FTG	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FTG
PP_00251KG	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00251KG
PP_002898R	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002898R
PP_00289AM	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289AM
PP_00289CH	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289CH
PP_00289DF	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289DF
PP_00289ED	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289ED
PP_00289H6	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289H6
PP_00289K2	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289K2
PP_00289L0	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289L0
PP_00289PU	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289PU
PP_00289QS	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289QS
PP_00289TL	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289TL
PP_00289WE	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289WE
PP_002MR4Q	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MR4Q
PP_002MR6L	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MR6L
PP_002V4KY	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.NmC1 + B.D.E.3.NmC1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002V4KY
PP_00251LE	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00251LE
PP_00251GP	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00251GP
PP_0028155	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028155
PP_00251MC	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00251MC
PP_0027ZCV	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZCV
PP_00281YJ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00281YJ
PP_0028270	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028270
PP_0027FNS	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027FNS
PP_0028345	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028345
PP_0028064	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028064
PP_0027ZBX	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZBX
PP_002L04H	B.D.E.3.NmC1	B.D.E.3 + B.D.E.3.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002L04H
PP_0027ZGM	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZGM
PP_0027ZKE	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZKE
PP_0027Z83	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027Z83
PP_00280BU	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00280BU
PP_00251JJ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00251JJ
PP_002MR3S	B.D.E.3.NmC1	B.D.E.3 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MR3S
PP_00280AW	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00280AW
PP_002837Z	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002837Z
PP_0028361	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028361
PP_0028353	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028353
PP_0027ZDT	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZDT
PP_0028056	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028056
PP_0027ZER	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZER
PP_0027ZYN	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZYN
PP_0027Z91	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027Z91
PP_0027ZFP	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZFP
PP_0027ZHJ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZHJ
PP_002MQW6	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MQW6
PP_00251HL	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00251HL
PP_00251T0	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00251T0
PP_002803A	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002803A
PP_00289XC	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289XC
PP_00289YA	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289YA
PP_00289Z8	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00289Z8
PP_0028A06	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028A06
PP_0028A14	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028A14
PP_0028A22	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028A22
PP_0028A7S	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028A7S
PP_002MQG1	B.D.E.3.NmC1	B.D.E.3 + B.D.E.2	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MQG1
PP_002MQPL	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MQPL
PP_002MQQJ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MQQJ
PP_002NYVY	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002NYVY
PP_002NYWW	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002NYWW
PP_002VT1C	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002VT1C
PP_002VT2A	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002VT2A
PP_002VUBR	B.D.E.3.NmC1	B.D.E.3 + B.D.E.3.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002VUBR
PP_00282AU	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282AU
PP_00282BS	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282BS
PP_00282DN	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282DN
PP_002802C	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002802C
PP_0028238	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028238
PP_002MQ1X	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MQ1X
PP_002MQ5P	B.D.E.3.NmC1	B.D.E.3 + B.D.E.3.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MQ5P
PP_002MQ7K	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MQ7K
PP_00282SV	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282SV
PP_00280DQ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00280DQ
PP_00280FL	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00280FL
PP_002MPY3	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002MPY3
PP_0027ZVU	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZVU
PP_0028072	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028072
PP_00282EL	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282EL
PP_00282VP	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282VP
PP_00282TT	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282TT
PP_00282XK	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282XK
PP_00281KA	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00281KA
PP_00281M6	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00281M6
PP_00282FJ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282FJ
PP_00282YH	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282YH
PP_0027ZWS	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZWS
PP_00282N3	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282N3
PP_00282WM	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282WM
PP_00280CS	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00280CS
PP_002830D	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002830D
PP_002831B	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002831B
PP_002821C	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002821C
PP_0028262	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028262
PP_0027ZXQ	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZXQ
PP_0027ZR2	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZR2
PP_00282GG	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282GG
PP_0027ZTY	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZTY
PP_00282ZF	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282ZF
PP_0027ZP6	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZP6
PP_00282HD	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282HD
PP_00282JB	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00282JB
PP_0027ZZL	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZZL
PP_0027ZN8	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZN8
PP_0027ZQ4	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0027ZQ4
PP_002801E	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_002801E
PP_00281ZG	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_00281ZG
PP_0028254	B.D.E.3.NmC1	B.D.E.3.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_14_B.D.E.3.NmC1_PP_0028254
